TIME,GEO,UNIT,Value,Flag and Footnotes
2013,Dél-Alföld,Million euro,"9,367.50",
2013,Extra-Regio NUTS 1,Million euro,0,
2013,Extra-Regio NUTS 2,Million euro,0,
2013,Malta,Million euro,"7,944.35",
2013,Malta,Million euro,"7,929.46",
2013,Malta,Million euro,"7,929.46",
2013,Extra-Regio NUTS 1,Million euro,14.89,
2013,Extra-Regio NUTS 2,Million euro,14.89,
2013,Netherlands,Million euro,"660,463",
2013,Noord-Nederland,Million euro,"59,945.23",
2013,Groningen,Million euro,"27,919.30",
2013,Friesland (NL),Million euro,"18,068.50",
2013,Drenthe,Million euro,"13,957.43",
2013,Oost-Nederland,Million euro,"113,557.56",
2013,Overijssel,Million euro,"36,283.34",
2013,Gelderland,Million euro,"65,765.91",
2013,Flevoland,Million euro,"11,508.31",
2013,West-Nederland,Million euro,"349,776.23",
2013,Utrecht,Million euro,"60,623.76",
2013,Noord-Holland,Million euro,"135,055.27",
2013,Zuid-Holland,Million euro,"142,384.89",
2013,Zeeland,Million euro,"11,712.31",
2013,Zuid-Nederland,Million euro,"131,912.10",
2013,Noord-Brabant,Million euro,"94,943.59",
2013,Limburg (NL),Million euro,"36,967.41",
2013,Extra-Regio NUTS 1,Million euro,"5,271.87",
2013,Extra-Regio NUTS 2,Million euro,"5,271.87",
2013,Austria,Million euro,"323,910.20",
2013,Ostösterreich,Million euro,"141,127.14",
2013,Burgenland (AT),Million euro,"7,539.32",
2013,Niederösterreich,Million euro,"50,470.13",
2013,Wien,Million euro,"83,117.69",
2013,Südösterreich,Million euro,"59,211.38",
2013,Kärnten,Million euro,"17,907.85",
2013,Steiermark,Million euro,"41,303.53",
2013,Westösterreich,Million euro,"123,447.11",
2013,Oberösterreich,Million euro,"55,424.89",
2013,Salzburg,Million euro,"23,965.79",
2013,Tirol,Million euro,"28,939.63",
2013,Vorarlberg,Million euro,"15,116.80",
2013,Extra-Regio NUTS 1,Million euro,124.57,
2013,Extra-Regio NUTS 2,Million euro,124.57,
2013,Poland,Million euro,"392,310.66",
2013,Makroregion Poludniowy,Million euro,"79,062.06",
2013,Malopolskie,Million euro,"30,277.63",
2013,Slaskie,Million euro,"48,784.70",
2013,Makroregion Pólnocno-Zachodni,Million euro,"61,164.64",
2013,Wielkopolskie,Million euro,"37,801.05",
2013,Zachodniopomorskie,Million euro,"14,656.60",
2013,Lubuskie,Million euro,"8,707",
2013,Makroregion Poludniowo-Zachodni,Million euro,"41,460.29",
2013,Dolnoslaskie,Million euro,"33,183.01",
2013,Opolskie,Million euro,"8,277.29",
2013,Makroregion Pólnocny,Million euro,"50,631.92",
2013,Kujawsko-Pomorskie,Million euro,"17,515.78",
2013,Warminsko-Mazurskie,Million euro,"10,600.14",
2013,Pomorskie,Million euro,"22,515.99",
2013,Makroregion Centralny,Million euro,"33,469.84",
2013,Lódzkie,Million euro,"23,989.63",
2013,Swietokrzyskie,Million euro,"9,479.94",
2013,Makroregion Wschodni,Million euro,"39,989.61",
2013,Lubelskie,Million euro,"15,613.78",
2013,Podkarpackie,Million euro,"15,442.97",
2013,Podlaskie,Million euro,"8,933.13",
2013,Makroregion Województwo Mazowieckie,Million euro,"86,532.03",
2013,Warszawski stoleczny,Million euro,"66,075.69",
2013,Mazowiecki regionalny,Million euro,"20,456.34",
2013,Portugal,Million euro,"170,492.27",
2013,Continente,Million euro,"162,549.08",
2013,Norte,Million euro,"49,397.69",
2013,Algarve,Million euro,"7,244.39",
2013,Centro (PT),Million euro,"31,999.34",
2013,Área Metropolitana de Lisboa,Million euro,"62,955.03",
2013,Alentejo,Million euro,"10,952.63",
2013,Região Autónoma dos Açores (PT),Million euro,"3,652.81",
2013,Região Autónoma dos Açores (PT),Million euro,"3,652.81",
2013,Região Autónoma da Madeira (PT),Million euro,"4,143.44",
2013,Região Autónoma da Madeira (PT),Million euro,"4,143.44",
2013,Extra-Regio NUTS 1,Million euro,146.94,
2013,Extra-Regio NUTS 2,Million euro,146.94,
2013,Romania,Million euro,"143,690.38",
2013,Macroregiunea unu,Million euro,"32,001.86",
2013,Nord-Vest,Million euro,"16,130.81",
2013,Centru,Million euro,"15,871.05",
2013,Macroregiunea doi,Million euro,"30,980.24",
2013,Nord-Est,Million euro,"14,762.63",
2013,Sud-Est,Million euro,"16,217.61",
2013,Macroregiunea trei,Million euro,"56,060.13",
2013,Sud - Muntenia,Million euro,"17,539.48",
2013,Bucuresti - Ilfov,Million euro,"38,520.65",
2013,Macroregiunea patru,Million euro,"24,531.97",
2013,Sud-Vest Oltenia,Million euro,"10,872.68",
2013,Vest,Million euro,"13,659.29",
2013,Extra-Regio NUTS 1,Million euro,116.18,
2013,Extra-Regio NUTS 2,Million euro,116.18,
2013,Slovenia,Million euro,"36,454.33",
2013,Slovenija,Million euro,"36,454.33",
2013,Vzhodna Slovenija,Million euro,"16,096.86",
2013,Zahodna Slovenija,Million euro,"20,357.47",
2013,Slovakia,Million euro,"74,217.29",
2013,Slovensko,Million euro,"74,217.29",
2013,Bratislavský kraj,Million euro,"21,267.98",
2013,Západné Slovensko,Million euro,"23,380.91",
2013,Stredné Slovensko,Million euro,"14,514.34",
2013,Východné Slovensko,Million euro,"15,054.07",
2013,Finland,Million euro,"204,321",
2013,Manner-Suomi,Million euro,"202,912.69",
2013,Länsi-Suomi,Million euro,"46,129.17",
2013,Helsinki-Uusimaa,Million euro,"78,508.63",
2013,Etelä-Suomi,Million euro,"38,183.57",
2013,Pohjois- ja Itä-Suomi,Million euro,"40,091.31",
2013,Åland,Million euro,"1,344.02",
2013,Åland,Million euro,"1,344.02",
2013,Extra-Regio NUTS 1,Million euro,64.29,
2013,Extra-Regio NUTS 2,Million euro,64.29,
2013,Sweden,Million euro,"441,850.66",
2013,Östra Sverige,Million euro,"201,028.80",
2013,Stockholm,Million euro,"137,364.17",
2013,Östra Mellansverige,Million euro,"63,664.63",
2013,Södra Sverige,Million euro,"172,349.21",
2013,Småland med öarna,Million euro,"32,202.99",
2013,Sydsverige,Million euro,"56,306.40",
2013,Västsverige,Million euro,"83,839.82",
2013,Norra Sverige,Million euro,"68,356.60",
2013,Norra Mellansverige,Million euro,"30,985.85",
2013,Mellersta Norrland,Million euro,"14,935.41",
2013,Övre Norrland,Million euro,"22,435.35",
2013,Extra-Regio NUTS 1,Million euro,116.05,
2013,Extra-Regio NUTS 2,Million euro,116.05,
2013,Norway,Million euro,"393,408.74",
2013,Norge,Million euro,"307,198.52",
2013,Innlandet,Million euro,"16,513.62",
2013,Trøndelag,Million euro,"23,664.34",
2013,Nord-Norge,Million euro,"24,199.93",
2013,Oslo og Viken,Million euro,"123,044.28",
2013,Agder og Sør-Østlandet,Million euro,"33,373.10",
2013,Vestlandet,Million euro,"86,175.17",
2013,Jan Mayen and Svalbard,Million euro,228.09,
2013,Extra-Regio level 1,Million euro,"86,210.22",
2013,Extra-Regio level 2,Million euro,"86,210.22",
2013,Switzerland,Million euro,"536,632.93",
2013,Schweiz/Suisse/Svizzera,Million euro,"536,632.93",
2013,Région lémanique,Million euro,"98,274.30",
2013,Espace Mittelland,Million euro,"108,201.18",
2013,Nordwestschweiz,Million euro,"75,220.26",
2013,Zürich,Million euro,"115,821.50",
2013,Ostschweiz,Million euro,"65,556.26",
2013,Zentralschweiz,Million euro,"50,116.05",
2013,Ticino,Million euro,"23,443.38",
2013,Montenegro,Million euro,"3,362.50",
2013,Crna Gora,Million euro,"3,362.50",
2013,Crna Gora,Million euro,"3,362.50",
2013,North Macedonia,Million euro,"8,149.57",
2013,Severna Makedonija,Million euro,"8,149.57",
2013,Severna Makedonija,Million euro,"8,149.57",
2013,Albania,Million euro,"9,625.36",
2013,Shqipëria,Million euro,"9,625.36",
2013,Veri,Million euro,"2,276.67",
2013,Qender,Million euro,"4,319.08",
2013,Jug,Million euro,"3,029.61",
2013,Serbia,Million euro,"36,426.67",
2013,Srbija - sever,Million euro,"24,451.08",
2013,Beogradski region,Million euro,"14,534.25",
2013,Region Vojvodine,Million euro,"9,916.83",
2013,Srbija - jug,Million euro,"11,952.85",
2013,Region Sumadije i Zapadne Srbije,Million euro,"6,873.90",
2013,Region Juzne i Istocne Srbije,Million euro,"5,078.95",
2013,Extra-Regio level 1,Million euro,22.74,
2013,Extra-Regio level 2,Million euro,22.74,
2013,Türkiye,Million euro,"719,726.58",
2013,Istanbul,Million euro,"219,733.34",
2013,Istanbul,Million euro,"219,733.34",
2013,Bati Marmara,Million euro,"30,692.19",
2013,"Tekirdag, Edirne, Kirklareli",Million euro,"17,065.39",
2013,"Balikesir, Çanakkale",Million euro,"13,626.80",
2013,Ege,Million euro,"89,644.36",
2013,Izmir,Million euro,"43,778.37",
2013,"Aydin, Denizli, Mugla",Million euro,"23,214.75",
2013,"Manisa, Afyonkarahisar, Kütahya, Usak",Million euro,"22,651.25",
2013,Dogu Marmara,Million euro,"80,948.73",
2013,"Bursa, Eskisehir, Bilecik",Million euro,"40,124.25",
2013,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Million euro,"40,824.48",
2013,Bati Anadolu,Million euro,"86,313.07",
2013,Ankara,Million euro,"69,038.69",
2013,"Konya, Karaman",Million euro,"17,274.37",
2013,Akdeniz,Million euro,"73,373.74",
2013,"Antalya, Isparta, Burdur",Million euro,"28,970.24",
2013,"Adana, Mersin",Million euro,"26,911.62",
2013,"Hatay, Kahramanmaras, Osmaniye",Million euro,"17,491.87",
2013,Orta Anadolu,Million euro,"26,904.20",
2013,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Million euro,"9,787.63",
2013,"Kayseri, Sivas, Yozgat",Million euro,"17,116.57",
2013,Bati Karadeniz,Million euro,"28,589.99",
2013,"Zonguldak, Karabük, Bartin",Million euro,"6,994.88",
2013,"Kastamonu, Çankiri, Sinop",Million euro,"5,173.05",
2013,"Samsun, Tokat, Çorum, Amasya",Million euro,"16,422.05",
2013,Dogu Karadeniz,Million euro,"16,202.07",
2013,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",Million euro,"16,202.07",
2013,Kuzeydogu Anadolu,Million euro,"11,322.36",
2013,"Erzurum, Erzincan, Bayburt",Million euro,"6,709.38",
2013,"Agri, Kars, Igdir, Ardahan",Million euro,"4,612.98",
2013,Ortadogu Anadolu,Million euro,"17,320.05",
2013,"Malatya, Elazig, Bingöl, Tunceli",Million euro,"9,560.26",
2013,"Van, Mus, Bitlis, Hakkari",Million euro,"7,759.79",
2013,Güneydogu Anadolu,Million euro,"38,682.48",
2013,"Gaziantep, Adiyaman, Kilis",Million euro,"14,946.38",
2013,"Sanliurfa, Diyarbakir",Million euro,"14,050.38",
2013,"Mardin, Batman, Sirnak, Siirt",Million euro,"9,685.72",
2014,European Union - 27 countries (from 2020),Million euro,"11,783,874.27",
2014,Belgium,Million euro,"403,003.30",
2014,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"76,063.94",
2014,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Million euro,"76,063.94",
2014,Vlaams Gewest,Million euro,"233,234.85",
2014,Prov. Antwerpen,Million euro,"76,009.28",
2014,Prov. Limburg (BE),Million euro,"25,492.15",
2014,Prov. Oost-Vlaanderen,Million euro,"47,919.50",
2014,Prov. Vlaams-Brabant,Million euro,"42,760.78",
2014,Prov. West-Vlaanderen,Million euro,"41,053.13",
2014,Région wallonne,Million euro,"93,435.05",
2014,Prov. Brabant wallon,Million euro,"15,884.31",
2014,Prov. Hainaut,Million euro,"30,746.54",
2014,Prov. Liège,Million euro,"28,371.54",
2014,Prov. Luxembourg (BE),Million euro,"6,301.73",
2014,Prov. Namur,Million euro,"12,130.92",
2014,Extra-Regio NUTS 1,Million euro,269.46,
2014,Extra-Regio NUTS 2,Million euro,269.46,
2014,Bulgaria,Million euro,"43,026.03",
2014,Severna i yugoiztochna Bulgaria,Million euro,"16,849.09",
2014,Severozapaden,Million euro,"3,060.45",
2014,Severen tsentralen,Million euro,"3,555.62",
2014,Severoiztochen,Million euro,"4,779.25",
2014,Yugoiztochen,Million euro,"5,453.78",
2014,Yugozapadna i yuzhna tsentralna Bulgaria,Million euro,"26,176.93",
2014,Yugozapaden,Million euro,"20,317.16",
2014,Yuzhen tsentralen,Million euro,"5,859.77",
2014,Czechia,Million euro,"157,821.25",
2014,Cesko,Million euro,"157,821.25",
2014,Praha,Million euro,"41,425.82",
2014,Strední Cechy,Million euro,"17,627.86",
2014,Jihozápad,Million euro,"15,692.96",
2014,Severozápad,Million euro,"12,112.23",
2014,Severovýchod,Million euro,"18,204.12",
2014,Jihovýchod,Million euro,"22,869.28",
2014,Strední Morava,Million euro,"14,770.91",
2014,Moravskoslezsko,Million euro,"15,118.06",
2014,Denmark,Million euro,"265,756.96",
2014,Danmark,Million euro,"259,465.91",
2014,Hovedstaden,Million euro,"105,454.55",
2014,Sjælland,Million euro,"25,982.97",
2014,Syddanmark,Million euro,"51,473.07",
2014,Midtjylland,Million euro,"53,675.21",
2014,Nordjylland,Million euro,"22,880.11",
2014,Extra-Regio NUTS 1,Million euro,"6,291.05",
2014,Extra-Regio NUTS 2,Million euro,"6,291.05",
2014,Germany (until 1990 former territory of the FRG),Million euro,"2,927,430",
2014,Baden-Württemberg,Million euro,"442,682.64",
2014,Stuttgart,Million euro,"187,384.86",
2014,Karlsruhe,Million euro,"109,251.07",
2014,Freiburg,Million euro,"76,710.87",
2014,Tübingen,Million euro,"69,335.85",
2014,Bayern,Million euro,"534,065.76",
2014,Oberbayern,Million euro,"234,156.72",
2014,Niederbayern,Million euro,"42,811.32",
2014,Oberpfalz,Million euro,"41,027.30",
2014,Oberfranken,Million euro,"35,070.77",
2014,Mittelfranken,Million euro,"68,544",
2014,Unterfranken,Million euro,"47,398.06",
2014,Schwaben,Million euro,"65,057.58",
2014,Berlin,Million euro,"118,518.73",
2014,Berlin,Million euro,"118,518.73",
2014,Brandenburg,Million euro,"63,741.58",
2014,Brandenburg,Million euro,"63,741.58",
2014,Bremen,Million euro,"29,797.97",
2014,Bremen,Million euro,"29,797.97",
2014,Hamburg,Million euro,"103,431.26",
2014,Hamburg,Million euro,"103,431.26",
2014,Hessen,Million euro,"253,765.21",
2014,Darmstadt,Million euro,"182,514.07",
2014,Gießen,Million euro,"31,700.69",
2014,Kassel,Million euro,"39,550.43",
2014,Mecklenburg-Vorpommern,Million euro,"39,406.52",
2014,Mecklenburg-Vorpommern,Million euro,"39,406.52",
2014,Niedersachsen,Million euro,"259,057.82",
2014,Braunschweig,Million euro,"65,656.08",
2014,Hannover,Million euro,"72,946.28",
2014,Lüneburg,Million euro,"42,617.31",
2014,Weser-Ems,Million euro,"77,838.15",
2014,Nordrhein-Westfalen,Million euro,"617,470.40",
2014,Düsseldorf,Million euro,"192,576.12",
2014,Köln,Million euro,"165,778.28",
2014,Münster,Million euro,"76,806.43",
2014,Detmold,Million euro,"69,971.72",
2014,Arnsberg,Million euro,"112,337.85",
2014,Rheinland-Pfalz,Million euro,"127,527.70",
2014,Koblenz,Million euro,"44,215.30",
2014,Trier,Million euro,"14,459.04",
2014,Rheinhessen-Pfalz,Million euro,"68,853.36",
2014,Saarland,Million euro,"33,254.37",
2014,Saarland,Million euro,"33,254.37",
2014,Sachsen,Million euro,"109,327.53",
2014,Dresden,Million euro,"43,143.66",
2014,Chemnitz,Million euro,"36,883.19",
2014,Leipzig,Million euro,"29,300.69",
2014,Sachsen-Anhalt,Million euro,"56,317.91",
2014,Sachsen-Anhalt,Million euro,"56,317.91",
2014,Schleswig-Holstein,Million euro,"82,868.07",
2014,Schleswig-Holstein,Million euro,"82,868.07",
2014,Thüringen,Million euro,"56,196.53",
2014,Thüringen,Million euro,"56,196.53",
2014,Estonia,Million euro,"20,048.23",
2014,Eesti,Million euro,"20,048.23",
2014,Eesti,Million euro,"20,048.23",
2014,Ireland,Million euro,"194,933.76",
2014,Éire/Ireland,Million euro,"194,933.76",
2014,Northern and Western,Million euro,"21,575.47",
2014,Southern,Million euro,"60,537.58",
2014,Eastern and Midland,Million euro,"112,820.72",
2014,Greece,Million euro,"177,235.98",
2014,Attiki,Million euro,"84,639.88",
2014,Attiki,Million euro,"84,639.88",
2014,"Nisia Aigaiou, Kriti",Million euro,"17,552.21",
2014,Voreio Aigaio,Million euro,"2,558.09",
2014,Notio Aigaio,Million euro,"6,172.65",
2014,Kriti,Million euro,"8,821.47",
2014,Voreia Ellada,Million euro,"39,161.26",
2014,"Anatoliki Makedonia, Thraki",Million euro,"6,813.44",
2014,Kentriki Makedonia,Million euro,"23,419.02",
2014,Dytiki Makedonia,Million euro,"4,943.59",
2014,Ipeiros,Million euro,"3,985.20",
2014,Kentriki Ellada,Million euro,"35,882.63",
2014,Thessalia,Million euro,"8,893.53",
2014,Ionia Nisia,Million euro,"3,152.70",
2014,Dytiki Ellada,Million euro,"8,088.90",
2014,Sterea Ellada,Million euro,"7,935.06",
2014,Peloponnisos,Million euro,"7,812.44",
2014,Spain,Million euro,"1,032,158",
2014,Noroeste (ES),Million euro,"86,900.34",
2014,Galicia,Million euro,"54,190.14",
2014,Principado de Asturias,Million euro,"20,653.06",
2014,Cantabria,Million euro,"12,057.14",
2014,Noreste (ES),Million euro,"120,156.30",
2014,País Vasco,Million euro,"62,677.35",
2014,Comunidad Foral de Navarra,Million euro,"17,504.81",
2014,La Rioja,Million euro,"7,685.60",
2014,Aragón,Million euro,"32,288.53",
2014,Comunidad de Madrid,Million euro,"194,959.97",
2014,Comunidad de Madrid,Million euro,"194,959.97",
2014,Centro (ES),Million euro,"103,916.50",
2014,Castilla y León,Million euro,"51,539.32",
2014,Castilla-la Mancha,Million euro,"35,353.33",
2014,Extremadura,Million euro,"17,023.84",
2014,Este (ES),Million euro,"318,460.31",
2014,Cataluña,Million euro,"195,369.56",
2014,Comunitat Valenciana,Million euro,"96,320.94",
2014,Illes Balears,Million euro,"26,769.81",
2014,Sur (ES),Million euro,"167,378.99",
2014,Andalucía,Million euro,"137,721.51",
2014,Región de Murcia,Million euro,"26,712.38",
2014,Ciudad de Ceuta,Million euro,"1,542.83",
2014,Ciudad de Melilla,Million euro,"1,402.27",
2014,Canarias,Million euro,"39,266.74",
2014,Canarias,Million euro,"39,266.74",
2014,Extra-Regio NUTS 1,Million euro,"1,115.67",
2014,Extra-Regio NUTS 2,Million euro,"1,115.67",
2014,France,Million euro,"2,149,765",
2014,Île de France,Million euro,"653,936.16",
2014,Île de France,Million euro,"653,936.16",
2014,Centre - Val de Loire,Million euro,"69,468.22",
2014,Centre - Val de Loire,Million euro,"69,468.22",
2014,Bourgogne - Franche-Comté,Million euro,"73,476.32",
2014,Bourgogne,Million euro,"44,637.54",
2014,Franche-Comté,Million euro,"28,838.78",
2014,Normandie,Million euro,"91,296.11",
2014,Basse-Normandie,Million euro,"38,154.22",
2014,Haute-Normandie,Million euro,"53,141.89",
2014,Hauts-de-France,Million euro,"153,918.27",
2014,Nord-Pas-de-Calais,Million euro,"106,899.84",
2014,Picardie,Million euro,"47,018.43",
2014,Grand Est,Million euro,"150,483.44",
2014,Alsace,Million euro,"56,386.25",
2014,Champagne-Ardenne,Million euro,"36,965.86",
2014,Lorraine,Million euro,"57,131.34",
2014,Pays-de-la-Loire,Million euro,"105,990.04",
2014,Pays-de-la-Loire,Million euro,"105,990.04",
2014,Bretagne,Million euro,"88,969.62",
2014,Bretagne,Million euro,"88,969.62",
2014,Nouvelle-Aquitaine,Million euro,"161,043.48",
2014,Aquitaine,Million euro,"95,495.68",
2014,Limousin,Million euro,"18,008.69",
2014,Poitou-Charentes,Million euro,"47,539.11",
2014,Occitanie,Million euro,"155,589.05",
2014,Languedoc-Roussillon,Million euro,"67,521.96",
2014,Midi-Pyrénées,Million euro,"88,067.09",
2014,Auvergne - Rhône-Alpes,Million euro,"243,934.29",
2014,Auvergne,Million euro,"35,015.65",
2014,Rhône-Alpes,Million euro,"208,918.63",
2014,Provence-Alpes-Côte d'Azur,Million euro,"151,996.32",
2014,Provence-Alpes-Côte d'Azur,Million euro,"151,996.32",
2014,Corse,Million euro,"8,342.60",
2014,Corse,Million euro,"8,342.60",
2014,RUP FR - Régions ultrapériphériques françaises,Million euro,"40,301",
2014,Guadeloupe,Million euro,"9,003",
2014,Martinique,Million euro,"8,506",
2014,Guyane,Million euro,"3,964",
2014,La Réunion,Million euro,"16,973",
2014,Mayotte,Million euro,"1,855",
2014,Extra-Regio NUTS 1,Million euro,"1,020.07",
2014,Extra-Regio NUTS 2,Million euro,"1,020.07",
2014,Croatia,Million euro,"43,918.60",
2014,Hrvatska,Million euro,"43,918.60",
2014,Panonska Hrvatska,Million euro,"8,163.57",
2014,Jadranska Hrvatska,Million euro,"14,140.63",
2014,Grad Zagreb,Million euro,"14,899.58",
2014,Sjeverna Hrvatska,Million euro,"6,714.82",
2014,Italy,Million euro,"1,627,405.60",
2014,Nord-Ovest,Million euro,"530,841.58",
2014,Piemonte,Million euro,"124,277.62",
2014,Valle d'Aosta/Vallée d'Aoste,Million euro,"4,643.64",
2014,Liguria,Million euro,"46,573.51",
2014,Lombardia,Million euro,"355,346.81",
2014,Nord-Est,Million euro,"370,369.18",
2014,Provincia Autonoma di Bolzano/Bozen,Million euro,"22,144.03",
2014,Provincia Autonoma di Trento,Million euro,"19,384.64",
2014,Veneto,Million euro,"147,834.50",
2014,Friuli-Venezia Giulia,Million euro,"35,078.44",
2014,Emilia-Romagna,Million euro,"145,927.56",
2014,Centro (IT),Million euro,"354,422.04",
2014,Toscana,Million euro,"108,725.23",
2014,Umbria,Million euro,"21,061.50",
2014,Marche,Million euro,"39,638.75",
2014,Lazio,Million euro,"184,996.56",
2014,Sud,Million euro,"252,955.45",
2014,Abruzzo,Million euro,"31,656.84",
2014,Molise,Million euro,"6,009.55",
2014,Campania,Million euro,"101,232.96",
2014,Puglia,Million euro,"70,821.53",
2014,Basilicata,Million euro,"11,390.16",
2014,Calabria,Million euro,"31,844.42",
2014,Isole,Million euro,"117,323.50",
2014,Sicilia,Million euro,"84,812.65",
2014,Sardegna,Million euro,"32,510.85",
2014,Extra-Regio NUTS 1,Million euro,"1,493.96",
2014,Extra-Regio NUTS 2,Million euro,"1,493.96",
2014,Cyprus,Million euro,"17,430.16",
2014,Kypros,Million euro,"17,430.16",
2014,Kypros,Million euro,"17,430.16",
2014,Latvia,Million euro,"23,625.80",
2014,Latvija,Million euro,"23,591.08",
2014,Latvija,Million euro,"23,591.08",
2014,Extra-Regio NUTS 1,Million euro,34.72,
2014,Extra-Regio NUTS 2,Million euro,34.72,
2014,Lithuania,Million euro,"36,581.31",
2014,Lietuva,Million euro,"36,581.31",
2014,Sostines regionas,Million euro,"14,640.35",
2014,Vidurio ir vakaru Lietuvos regionas,Million euro,"21,940.96",
2014,Luxembourg,Million euro,"51,791.32",
2014,Luxembourg,Million euro,"51,791.32",
2014,Luxembourg,Million euro,"51,791.32",
2014,Hungary,Million euro,"106,297.84",
2014,Közép-Magyarország,Million euro,"50,345.26",
2014,Budapest,Million euro,"39,311.56",
2014,Pest,Million euro,"11,033.70",
2014,Dunántúl,Million euro,"28,088.60",
2014,Közép-Dunántúl,Million euro,"10,371.47",
2014,Nyugat-Dunántúl,Million euro,"11,219.79",
2014,Dél-Dunántúl,Million euro,"6,497.35",
2014,Alföld és Észak,Million euro,"27,863.98",
2014,Észak-Magyarország,Million euro,"7,898.45",
2014,Észak-Alföld,Million euro,"10,217.76",
2014,Dél-Alföld,Million euro,"9,747.77",
2014,Extra-Regio NUTS 1,Million euro,0,
2014,Extra-Regio NUTS 2,Million euro,0,
2014,Malta,Million euro,"8,751.10",
2014,Malta,Million euro,"8,735.74",
2014,Malta,Million euro,"8,735.74",
2014,Extra-Regio NUTS 1,Million euro,15.36,
2014,Extra-Regio NUTS 2,Million euro,15.36,
2014,Netherlands,Million euro,"671,560",
2014,Noord-Nederland,Million euro,"58,458.12",
2014,Groningen,Million euro,"26,144.49",
2014,Friesland (NL),Million euro,"18,333.12",
2014,Drenthe,Million euro,"13,981.63",
2014,Oost-Nederland,Million euro,"116,303.33",
2014,Overijssel,Million euro,"37,108.16",
2014,Gelderland,Million euro,"67,403.17",
2014,Flevoland,Million euro,"11,792",
2014,West-Nederland,Million euro,"357,665.15",
2014,Utrecht,Million euro,"61,711.47",
2014,Noord-Holland,Million euro,"140,768.95",
2014,Zuid-Holland,Million euro,"143,220.62",
2014,Zeeland,Million euro,"11,964.11",
2014,Zuid-Nederland,Million euro,"134,950.68",
2014,Noord-Brabant,Million euro,"97,521.62",
2014,Limburg (NL),Million euro,"37,430.16",
2014,Extra-Regio NUTS 1,Million euro,"4,181.61",
2014,Extra-Regio NUTS 2,Million euro,"4,181.61",
2014,Austria,Million euro,"333,146.07",
2014,Ostösterreich,Million euro,"144,536.28",
2014,Burgenland (AT),Million euro,"7,737.13",
2014,Niederösterreich,Million euro,"52,049.38",
2014,Wien,Million euro,"84,749.77",
2014,Südösterreich,Million euro,"61,130.39",
2014,Kärnten,Million euro,"18,419.82",
2014,Steiermark,Million euro,"42,710.57",
2014,Westösterreich,Million euro,"127,354.99",
2014,Oberösterreich,Million euro,"57,136.85",
2014,Salzburg,Million euro,"24,504.84",
2014,Tirol,Million euro,"29,853.47",
2014,Vorarlberg,Million euro,"15,860.95",
2014,Extra-Regio NUTS 1,Million euro,124.41,
2014,Extra-Regio NUTS 2,Million euro,124.41,
2014,Poland,Million euro,"408,967.81",
2014,Makroregion Poludniowy,Million euro,"82,493.12",
2014,Malopolskie,Million euro,"31,812.80",
2014,Slaskie,Million euro,"50,680.32",
2014,Makroregion Pólnocno-Zachodni,Million euro,"64,081.64",
2014,Wielkopolskie,Million euro,"39,533.54",
2014,Zachodniopomorskie,Million euro,"15,364.88",
2014,Lubuskie,Million euro,"9,183.22",
2014,Makroregion Poludniowo-Zachodni,Million euro,"43,226.84",
2014,Dolnoslaskie,Million euro,"34,557.63",
2014,Opolskie,Million euro,"8,669.48",
2014,Makroregion Pólnocny,Million euro,"52,409.25",
2014,Kujawsko-Pomorskie,Million euro,"18,104.85",
2014,Warminsko-Mazurskie,Million euro,"11,039.98",
2014,Pomorskie,Million euro,"23,264.41",
2014,Makroregion Centralny,Million euro,"34,892.30",
2014,Lódzkie,Million euro,"25,029.21",
2014,Swietokrzyskie,Million euro,"9,863.09",
2014,Makroregion Wschodni,Million euro,"41,357.94",
2014,Lubelskie,Million euro,"16,038.01",
2014,Podkarpackie,Million euro,"16,062.28",
2014,Podlaskie,Million euro,"9,257.92",
2014,Makroregion Województwo Mazowieckie,Million euro,"90,507",
2014,Warszawski stoleczny,Million euro,"69,204.79",
2014,Mazowiecki regionalny,Million euro,"21,302.20",
2014,Portugal,Million euro,"173,053.69",
2014,Continente,Million euro,"165,040.42",
2014,Norte,Million euro,"50,782.14",
2014,Algarve,Million euro,"7,508.84",
2014,Centro (PT),Million euro,"32,438.39",
2014,Área Metropolitana de Lisboa,Million euro,"63,145.81",
2014,Alentejo,Million euro,"11,165.24",
2014,Região Autónoma dos Açores (PT),Million euro,"3,685.83",
2014,Região Autónoma dos Açores (PT),Million euro,"3,685.83",
2014,Região Autónoma da Madeira (PT),Million euro,"4,202.30",
2014,Região Autónoma da Madeira (PT),Million euro,"4,202.30",
2014,Extra-Regio NUTS 1,Million euro,125.14,
2014,Extra-Regio NUTS 2,Million euro,125.14,
2014,Romania,Million euro,"150,708.62",
2014,Macroregiunea unu,Million euro,"33,829.45",
2014,Nord-Vest,Million euro,"17,279.47",
2014,Centru,Million euro,"16,549.97",
2014,Macroregiunea doi,Million euro,"32,296.30",
2014,Nord-Est,Million euro,"15,259.45",
2014,Sud-Est,Million euro,"17,036.85",
2014,Macroregiunea trei,Million euro,"59,593.78",
